category,year_month,count
STYLE & BEAUTY,2012-05,566
STYLE & BEAUTY,2012-06,433
STYLE & BEAUTY,2012-07,433
STYLE & BEAUTY,2012-08,492
STYLE & BEAUTY,2012-09,400
STYLE & BEAUTY,2012-10,360
STYLE & BEAUTY,2012-11,323
STYLE & BEAUTY,2012-12,315
STYLE & BEAUTY,2013-01,263
STYLE & BEAUTY,2013-02,315
STYLE & BEAUTY,2013-03,259
STYLE & BEAUTY,2013-04,317
STYLE & BEAUTY,2013-05,273
STYLE & BEAUTY,2013-06,258
STYLE & BEAUTY,2013-07,267
STYLE & BEAUTY,2013-08,264
STYLE & BEAUTY,2013-09,365
STYLE & BEAUTY,2013-10,313
STYLE & BEAUTY,2013-11,294
STYLE & BEAUTY,2013-12,294
STYLE & BEAUTY,2014-01,283
STYLE & BEAUTY,2014-02,266
STYLE & BEAUTY,2014-03,272
STYLE & BEAUTY,2014-04,153
STYLE & BEAUTY,2018-09,3
STYLE & BEAUTY,2018-10,1
STYLE & BEAUTY,2018-12,5
STYLE & BEAUTY,2019-01,1
STYLE & BEAUTY,2019-02,5
STYLE & BEAUTY,2019-03,5
STYLE & BEAUTY,2019-04,1
STYLE & BEAUTY,2019-05,1
STYLE & BEAUTY,2019-07,2
STYLE & BEAUTY,2019-09,2
STYLE & BEAUTY,2019-10,3
STYLE & BEAUTY,2019-11,2
STYLE & BEAUTY,2019-12,12
STYLE & BEAUTY,2020-03,5
STYLE & BEAUTY,2020-04,15
STYLE & BEAUTY,2020-05,9
STYLE & BEAUTY,2020-06,7
STYLE & BEAUTY,2020-07,9
STYLE & BEAUTY,2020-08,6
STYLE & BEAUTY,2020-09,5
STYLE & BEAUTY,2020-10,9
STYLE & BEAUTY,2020-11,5
STYLE & BEAUTY,2020-12,5
STYLE & BEAUTY,2021-01,1
STYLE & BEAUTY,2021-04,5
STYLE & BEAUTY,2021-05,1
STYLE & BEAUTY,2021-07,3
STYLE & BEAUTY,2021-08,7
STYLE & BEAUTY,2021-09,4
STYLE & BEAUTY,2021-10,5
STYLE & BEAUTY,2021-11,2
STYLE & BEAUTY,2021-12,4
STYLE & BEAUTY,2022-01,6
STYLE & BEAUTY,2022-03,1
STYLE & BEAUTY,2022-04,3
STYLE & BEAUTY,2022-05,1
STYLE & BEAUTY,2022-06,2
STYLE & BEAUTY,2022-07,1
STYLE & BEAUTY,2022-08,1
TASTE,2014-04,24
TASTE,2014-05,58
TASTE,2014-06,61
TASTE,2014-07,62
TASTE,2014-08,47
TASTE,2014-09,73
TASTE,2014-10,66
TASTE,2014-11,60
TASTE,2014-12,70
TASTE,2015-01,63
TASTE,2015-02,50
TASTE,2015-03,59
TASTE,2015-04,62
TASTE,2015-05,73
TASTE,2015-06,65
TASTE,2015-07,57
TASTE,2015-08,29
TASTE,2015-09,32
TASTE,2015-10,43
TASTE,2015-11,44
TASTE,2015-12,48
TASTE,2016-01,26
TASTE,2016-02,31
TASTE,2016-03,28
TASTE,2016-04,22
TASTE,2016-05,27
TASTE,2016-06,44
TASTE,2016-07,41
TASTE,2016-08,51
TASTE,2016-09,46
TASTE,2016-10,24
TASTE,2016-11,24
TASTE,2016-12,45
TASTE,2017-01,48
TASTE,2017-02,36
TASTE,2017-03,52
TASTE,2017-04,44
TASTE,2017-05,35
TASTE,2017-06,55
TASTE,2017-07,57
TASTE,2017-08,55
TASTE,2017-09,44
TASTE,2017-10,43
TASTE,2017-11,36
TASTE,2017-12,27
TASTE,2018-01,9
TECH,2012-01,10
TECH,2012-02,39
TECH,2012-03,39
TECH,2012-04,32
TECH,2012-05,27
TECH,2012-06,42
TECH,2012-07,46
TECH,2012-08,32
TECH,2012-09,44
TECH,2012-10,43
TECH,2012-11,41
TECH,2012-12,47
TECH,2013-01,39
TECH,2013-02,35
TECH,2013-03,29
TECH,2013-04,21
TECH,2013-05,27
TECH,2013-06,24
TECH,2013-07,23
TECH,2013-08,17
TECH,2013-09,28
TECH,2013-10,24
TECH,2013-11,33
TECH,2013-12,33
TECH,2014-01,23
TECH,2014-02,29
TECH,2014-03,15
TECH,2014-04,9
TECH,2015-07,66
TECH,2015-08,70
TECH,2015-09,64
TECH,2015-10,92
TECH,2015-11,78
TECH,2015-12,101
TECH,2016-01,76
TECH,2016-02,71
TECH,2016-03,94
TECH,2016-04,83
TECH,2016-05,49
TECH,2016-06,52
TECH,2016-07,62
TECH,2016-08,12
TECH,2016-09,16
TECH,2016-10,20
TECH,2016-11,19
TECH,2016-12,24
TECH,2017-01,9
TECH,2017-02,9
TECH,2017-03,15
TECH,2017-04,16
TECH,2017-05,7
TECH,2017-06,12
TECH,2017-07,9
TECH,2017-08,8
TECH,2017-09,7
TECH,2017-10,8
TECH,2017-11,15
TECH,2017-12,12
TECH,2018-01,11
TECH,2018-02,7
TECH,2018-03,7
TECH,2018-04,10
TECH,2018-05,20
TECH,2018-06,1
TECH,2018-10,1
TECH,2018-11,1
TECH,2019-01,1
TECH,2019-02,4
TECH,2019-03,1
TECH,2019-05,1
TECH,2019-10,2
TECH,2021-11,1
TECH,2022-02,1
TECH,2022-04,2
TECH,2022-05,1
TECH,2022-06,2
TECH,2022-09,3
THE WORLDPOST,2015-07,55
THE WORLDPOST,2015-08,84
THE WORLDPOST,2015-09,71
THE WORLDPOST,2015-10,77
THE WORLDPOST,2015-11,129
THE WORLDPOST,2015-12,96
THE WORLDPOST,2016-01,74
THE WORLDPOST,2016-02,82
THE WORLDPOST,2016-03,126
THE WORLDPOST,2016-04,105
THE WORLDPOST,2016-05,176
THE WORLDPOST,2016-06,185
THE WORLDPOST,2016-07,227
THE WORLDPOST,2016-08,234
THE WORLDPOST,2016-09,206
THE WORLDPOST,2016-10,210
THE WORLDPOST,2016-11,197
THE WORLDPOST,2016-12,249
THE WORLDPOST,2017-01,212
THE WORLDPOST,2017-02,176
THE WORLDPOST,2017-03,210
THE WORLDPOST,2017-04,257
THE WORLDPOST,2017-05,160
THE WORLDPOST,2017-06,20
THE WORLDPOST,2017-07,14
THE WORLDPOST,2017-08,11
THE WORLDPOST,2017-09,20
THE WORLDPOST,2017-10,1
TRAVEL,2012-01,37
TRAVEL,2012-02,239
TRAVEL,2012-03,280
TRAVEL,2012-04,262
TRAVEL,2012-05,259
TRAVEL,2012-06,263
TRAVEL,2012-07,358
TRAVEL,2012-08,334
TRAVEL,2012-09,293
TRAVEL,2012-10,295
TRAVEL,2012-11,311
TRAVEL,2012-12,298
TRAVEL,2013-01,288
TRAVEL,2013-02,236
TRAVEL,2013-03,284
TRAVEL,2013-04,255
TRAVEL,2013-05,250
TRAVEL,2013-06,275
TRAVEL,2013-07,285
TRAVEL,2013-08,328
TRAVEL,2013-09,257
TRAVEL,2013-10,337
TRAVEL,2013-11,272
TRAVEL,2013-12,317
TRAVEL,2014-01,357
TRAVEL,2014-02,276
TRAVEL,2014-03,308
TRAVEL,2014-04,228
TRAVEL,2014-05,122
TRAVEL,2014-06,103
TRAVEL,2014-07,88
TRAVEL,2014-08,93
TRAVEL,2014-09,61
TRAVEL,2014-10,63
TRAVEL,2014-11,79
TRAVEL,2014-12,83
TRAVEL,2015-01,56
TRAVEL,2015-02,70
TRAVEL,2015-03,104
TRAVEL,2015-04,92
TRAVEL,2015-05,96
TRAVEL,2015-06,89
TRAVEL,2015-07,41
TRAVEL,2015-08,26
TRAVEL,2015-09,11
TRAVEL,2015-10,17
TRAVEL,2015-11,27
TRAVEL,2015-12,33
TRAVEL,2016-01,27
TRAVEL,2016-02,23
TRAVEL,2016-03,35
TRAVEL,2016-04,36
TRAVEL,2016-05,48
TRAVEL,2016-06,47
TRAVEL,2016-07,39
TRAVEL,2016-08,38
TRAVEL,2016-09,42
TRAVEL,2016-10,36
TRAVEL,2016-11,25
TRAVEL,2016-12,37
TRAVEL,2017-01,16
TRAVEL,2017-02,14
TRAVEL,2017-03,24
TRAVEL,2017-04,43
TRAVEL,2017-05,14
TRAVEL,2017-06,16
TRAVEL,2017-07,26
TRAVEL,2017-08,26
TRAVEL,2017-09,10
TRAVEL,2017-10,23
TRAVEL,2017-11,27
TRAVEL,2017-12,7
TRAVEL,2018-01,12
TRAVEL,2018-02,12
TRAVEL,2018-03,25
TRAVEL,2018-04,12
TRAVEL,2018-05,11
TRAVEL,2019-01,1
TRAVEL,2019-02,1
TRAVEL,2019-09,1
TRAVEL,2019-10,1
TRAVEL,2020-05,1
TRAVEL,2020-06,1
TRAVEL,2020-08,1
TRAVEL,2021-04,1
TRAVEL,2021-08,1
TRAVEL,2021-10,1
TRAVEL,2021-12,1
TRAVEL,2022-02,1
TRAVEL,2022-04,1
U.S. NEWS,2018-05,11
U.S. NEWS,2018-06,36
U.S. NEWS,2018-07,34
U.S. NEWS,2018-08,50
U.S. NEWS,2018-09,26
U.S. NEWS,2018-10,1
U.S. NEWS,2018-11,1
U.S. NEWS,2018-12,10
U.S. NEWS,2019-01,8
U.S. NEWS,2019-02,2
U.S. NEWS,2019-03,24
U.S. NEWS,2019-04,63
U.S. NEWS,2019-05,58
U.S. NEWS,2019-06,81
U.S. NEWS,2019-07,92
U.S. NEWS,2019-08,83
U.S. NEWS,2019-09,43
U.S. NEWS,2019-10,5
U.S. NEWS,2019-11,2
U.S. NEWS,2019-12,6
U.S. NEWS,2020-01,46
U.S. NEWS,2020-02,65
U.S. NEWS,2020-03,33
U.S. NEWS,2020-04,6
U.S. NEWS,2020-05,4
U.S. NEWS,2020-06,2
U.S. NEWS,2020-07,2
U.S. NEWS,2020-08,17
U.S. NEWS,2020-09,11
U.S. NEWS,2020-10,7
U.S. NEWS,2020-11,1
U.S. NEWS,2020-12,3
U.S. NEWS,2021-01,3
U.S. NEWS,2021-02,61
U.S. NEWS,2021-03,83
U.S. NEWS,2021-04,8
U.S. NEWS,2021-05,7
U.S. NEWS,2021-06,22
U.S. NEWS,2021-07,17
U.S. NEWS,2021-08,16
U.S. NEWS,2021-09,14
U.S. NEWS,2021-10,14
U.S. NEWS,2021-11,28
U.S. NEWS,2021-12,30
U.S. NEWS,2022-01,11
U.S. NEWS,2022-02,29
U.S. NEWS,2022-03,39
U.S. NEWS,2022-04,20
U.S. NEWS,2022-05,29
U.S. NEWS,2022-06,17
U.S. NEWS,2022-07,28
U.S. NEWS,2022-08,32
U.S. NEWS,2022-09,36
WEDDINGS,2012-01,15
WEDDINGS,2012-02,143
WEDDINGS,2012-03,131
WEDDINGS,2012-04,138
WEDDINGS,2012-05,156
WEDDINGS,2012-06,133
WEDDINGS,2012-07,138
WEDDINGS,2012-08,153
WEDDINGS,2012-09,116
WEDDINGS,2012-10,129
WEDDINGS,2012-11,120
WEDDINGS,2012-12,121
WEDDINGS,2013-01,125
WEDDINGS,2013-02,114
WEDDINGS,2013-03,150
WEDDINGS,2013-04,185
WEDDINGS,2013-05,225
WEDDINGS,2013-06,188
WEDDINGS,2013-07,171
WEDDINGS,2013-08,154
WEDDINGS,2013-09,116
WEDDINGS,2013-10,105
WEDDINGS,2013-11,110
WEDDINGS,2013-12,112
WEDDINGS,2014-01,106
WEDDINGS,2014-02,105
WEDDINGS,2014-03,120
WEDDINGS,2014-04,72
WEDDINGS,2018-09,1
WEDDINGS,2019-10,1
WEIRD NEWS,2014-04,17
WEIRD NEWS,2014-05,37
WEIRD NEWS,2014-06,32
WEIRD NEWS,2014-07,35
WEIRD NEWS,2014-08,51
WEIRD NEWS,2014-09,38
WEIRD NEWS,2014-10,37
WEIRD NEWS,2014-11,37
WEIRD NEWS,2014-12,29
WEIRD NEWS,2015-01,50
WEIRD NEWS,2015-02,23
WEIRD NEWS,2015-03,26
WEIRD NEWS,2015-04,33
WEIRD NEWS,2015-05,21
WEIRD NEWS,2015-06,25
WEIRD NEWS,2015-07,61
WEIRD NEWS,2015-08,110
WEIRD NEWS,2015-09,118
WEIRD NEWS,2015-10,121
WEIRD NEWS,2015-11,106
WEIRD NEWS,2015-12,107
WEIRD NEWS,2016-01,108
WEIRD NEWS,2016-02,84
WEIRD NEWS,2016-03,77
WEIRD NEWS,2016-04,79
WEIRD NEWS,2016-05,78
WEIRD NEWS,2016-06,64
WEIRD NEWS,2016-07,88
WEIRD NEWS,2016-08,48
WEIRD NEWS,2016-09,50
WEIRD NEWS,2016-10,58
WEIRD NEWS,2016-11,52
WEIRD NEWS,2016-12,84
WEIRD NEWS,2017-01,54
WEIRD NEWS,2017-02,55
WEIRD NEWS,2017-03,60
WEIRD NEWS,2017-04,50
WEIRD NEWS,2017-05,44
WEIRD NEWS,2017-06,11
WEIRD NEWS,2017-07,27
WEIRD NEWS,2017-08,19
WEIRD NEWS,2017-09,23
WEIRD NEWS,2017-10,35
WEIRD NEWS,2017-11,51
WEIRD NEWS,2017-12,51
WEIRD NEWS,2018-01,52
WEIRD NEWS,2018-02,32
WEIRD NEWS,2018-03,36
WEIRD NEWS,2018-04,48
WEIRD NEWS,2018-05,38
WEIRD NEWS,2018-06,1
WEIRD NEWS,2018-09,1
WEIRD NEWS,2018-10,10
WEIRD NEWS,2018-11,1
WEIRD NEWS,2018-12,6
WEIRD NEWS,2019-01,6
WEIRD NEWS,2019-02,2
WEIRD NEWS,2019-03,2
WEIRD NEWS,2019-09,1
WEIRD NEWS,2019-10,4
WEIRD NEWS,2019-11,3
WEIRD NEWS,2019-12,2
WEIRD NEWS,2020-03,2
WEIRD NEWS,2020-04,4
WEIRD NEWS,2020-05,4
WEIRD NEWS,2020-06,1
WEIRD NEWS,2020-07,1
WEIRD NEWS,2020-10,3
WEIRD NEWS,2020-11,3
WEIRD NEWS,2020-12,9
WEIRD NEWS,2021-01,1
WEIRD NEWS,2021-04,7
WEIRD NEWS,2021-05,1
WEIRD NEWS,2021-06,3
WEIRD NEWS,2021-07,2
WEIRD NEWS,2021-08,2
WEIRD NEWS,2021-09,3
WEIRD NEWS,2021-10,2
WEIRD NEWS,2021-11,2
WEIRD NEWS,2021-12,2
WEIRD NEWS,2022-01,1
WEIRD NEWS,2022-02,1
WEIRD NEWS,2022-03,1
WEIRD NEWS,2022-04,1
WEIRD NEWS,2022-05,2
WEIRD NEWS,2022-07,2
WEIRD NEWS,2022-08,6
WEIRD NEWS,2022-09,2
WELLNESS,2012-01,51
WELLNESS,2012-02,562
WELLNESS,2012-03,592
WELLNESS,2012-04,601
WELLNESS,2012-05,641
WELLNESS,2012-06,714
WELLNESS,2012-07,693
WELLNESS,2012-08,675
WELLNESS,2012-09,648
WELLNESS,2012-10,692
WELLNESS,2012-11,618
WELLNESS,2012-12,651
WELLNESS,2013-01,712
WELLNESS,2013-02,610
WELLNESS,2013-03,679
WELLNESS,2013-04,703
WELLNESS,2013-05,633
WELLNESS,2013-06,603
WELLNESS,2013-07,641
WELLNESS,2013-08,595
WELLNESS,2013-09,674
WELLNESS,2013-10,726
WELLNESS,2013-11,707
WELLNESS,2013-12,746
WELLNESS,2014-01,774
WELLNESS,2014-02,704
WELLNESS,2014-03,748
WELLNESS,2014-04,434
WELLNESS,2018-10,2
WELLNESS,2018-12,1
WELLNESS,2019-02,2
WELLNESS,2019-12,1
WELLNESS,2020-03,7
WELLNESS,2020-04,11
WELLNESS,2020-05,7
WELLNESS,2020-06,11
WELLNESS,2020-07,7
WELLNESS,2020-08,8
WELLNESS,2020-09,4
WELLNESS,2020-10,3
WELLNESS,2020-11,5
WELLNESS,2020-12,4
WELLNESS,2021-01,1
WELLNESS,2021-04,3
WELLNESS,2021-06,1
WELLNESS,2021-08,3
WELLNESS,2021-09,1
WELLNESS,2021-10,6
WELLNESS,2021-11,1
WELLNESS,2021-12,5
WELLNESS,2022-01,8
WELLNESS,2022-03,1
WELLNESS,2022-04,1
WELLNESS,2022-05,3
WELLNESS,2022-06,4
WELLNESS,2022-07,3
WELLNESS,2022-08,4
WOMEN,2014-04,42
WOMEN,2014-05,103
WOMEN,2014-06,100
WOMEN,2014-07,91
WOMEN,2014-08,90
WOMEN,2014-09,70
WOMEN,2014-10,116
WOMEN,2014-11,76
WOMEN,2014-12,92
WOMEN,2015-01,54
WOMEN,2015-02,85
WOMEN,2015-03,90
WOMEN,2015-04,88
WOMEN,2015-05,111
WOMEN,2015-06,75
WOMEN,2015-07,51
WOMEN,2015-08,42
WOMEN,2015-09,48
WOMEN,2015-10,40
WOMEN,2015-11,41
WOMEN,2015-12,39
WOMEN,2016-01,46
WOMEN,2016-02,71
WOMEN,2016-03,67
WOMEN,2016-04,67
WOMEN,2016-05,81
WOMEN,2016-06,78
WOMEN,2016-07,42
WOMEN,2016-08,55
WOMEN,2016-09,53
WOMEN,2016-10,79
WOMEN,2016-11,61
WOMEN,2016-12,79
WOMEN,2017-01,116
WOMEN,2017-02,50
WOMEN,2017-03,104
WOMEN,2017-04,96
WOMEN,2017-05,73
WOMEN,2017-06,62
WOMEN,2017-07,59
WOMEN,2017-08,75
WOMEN,2017-09,58
WOMEN,2017-10,101
WOMEN,2017-11,68
WOMEN,2017-12,60
WOMEN,2018-01,78
WOMEN,2018-02,33
WOMEN,2018-03,61
WOMEN,2018-04,44
WOMEN,2018-05,29
WOMEN,2018-06,3
WOMEN,2018-09,2
WOMEN,2018-10,2
WOMEN,2018-11,3
WOMEN,2018-12,2
WOMEN,2019-01,9
WOMEN,2019-02,5
WOMEN,2019-03,2
WOMEN,2019-10,11
WOMEN,2019-11,10
WOMEN,2019-12,1
WOMEN,2020-03,2
WOMEN,2020-05,1
WOMEN,2020-08,2
WOMEN,2020-09,5
WOMEN,2020-10,4
WOMEN,2020-11,2
WOMEN,2020-12,1
WOMEN,2021-07,1
WOMEN,2021-08,2
WOMEN,2021-09,2
WOMEN,2021-10,4
WOMEN,2021-12,1
WOMEN,2022-05,2
WOMEN,2022-06,2
WOMEN,2022-07,1
WORLD NEWS,2017-04,1
WORLD NEWS,2017-05,107
WORLD NEWS,2017-06,310
WORLD NEWS,2017-07,264
WORLD NEWS,2017-08,220
WORLD NEWS,2017-09,211
WORLD NEWS,2017-10,171
WORLD NEWS,2017-11,176
WORLD NEWS,2017-12,152
WORLD NEWS,2018-01,157
WORLD NEWS,2018-02,113
WORLD NEWS,2018-03,120
WORLD NEWS,2018-04,103
WORLD NEWS,2018-05,84
WORLD NEWS,2018-06,41
WORLD NEWS,2018-07,75
WORLD NEWS,2018-08,58
WORLD NEWS,2018-09,33
WORLD NEWS,2018-10,1
WORLD NEWS,2018-11,2
WORLD NEWS,2018-12,5
WORLD NEWS,2019-01,6
WORLD NEWS,2019-02,1
WORLD NEWS,2019-03,10
WORLD NEWS,2019-04,55
WORLD NEWS,2019-05,36
WORLD NEWS,2019-06,55
WORLD NEWS,2019-07,51
WORLD NEWS,2019-08,66
WORLD NEWS,2019-09,44
WORLD NEWS,2019-10,12
WORLD NEWS,2019-11,7
WORLD NEWS,2019-12,7
WORLD NEWS,2020-01,67
WORLD NEWS,2020-02,36
WORLD NEWS,2020-03,18
WORLD NEWS,2020-04,3
WORLD NEWS,2020-05,1
WORLD NEWS,2020-06,1
WORLD NEWS,2020-08,9
WORLD NEWS,2020-09,3
WORLD NEWS,2020-10,4
WORLD NEWS,2020-11,3
WORLD NEWS,2020-12,2
WORLD NEWS,2021-01,1
WORLD NEWS,2021-02,48
WORLD NEWS,2021-03,42
WORLD NEWS,2021-04,8
WORLD NEWS,2021-05,15
WORLD NEWS,2021-06,8
WORLD NEWS,2021-07,6
WORLD NEWS,2021-08,10
WORLD NEWS,2021-09,12
WORLD NEWS,2021-10,9
WORLD NEWS,2021-11,27
WORLD NEWS,2021-12,12
WORLD NEWS,2022-01,9
WORLD NEWS,2022-02,32
WORLD NEWS,2022-03,43
WORLD NEWS,2022-04,34
WORLD NEWS,2022-05,29
WORLD NEWS,2022-06,4
WORLD NEWS,2022-07,5
WORLD NEWS,2022-08,21
WORLD NEWS,2022-09,23
WORLDPOST,2014-04,62
WORLDPOST,2014-05,116
WORLDPOST,2014-06,109
WORLDPOST,2014-07,179
WORLDPOST,2014-08,153
WORLDPOST,2014-09,167
WORLDPOST,2014-10,148
WORLDPOST,2014-11,128
WORLDPOST,2014-12,142
WORLDPOST,2015-01,210
WORLDPOST,2015-02,151
WORLDPOST,2015-03,178
WORLDPOST,2015-04,138
WORLDPOST,2015-05,156
WORLDPOST,2015-06,165
WORLDPOST,2015-07,67
WORLDPOST,2015-08,19
WORLDPOST,2015-09,13
WORLDPOST,2015-10,13
WORLDPOST,2015-11,11
WORLDPOST,2015-12,10
WORLDPOST,2016-01,18
WORLDPOST,2016-02,14
WORLDPOST,2016-03,18
WORLDPOST,2016-04,26
WORLDPOST,2016-05,27
WORLDPOST,2016-06,15
WORLDPOST,2016-07,21
WORLDPOST,2016-08,17
WORLDPOST,2016-09,25
WORLDPOST,2016-10,15
WORLDPOST,2016-11,13
WORLDPOST,2016-12,17
WORLDPOST,2017-01,11
WORLDPOST,2017-02,7
